# x[m]       y[m]
-1.0584485 -3.276359
-1.0505435 -3.2372525

2.4112575 -0.837
2.3972145 -0.831265000000001
2.414776 -0.742961500000001
2.6204145 -0.729771000000001
3.289565 -0.9898765
3.275956 -1.0584175
3.236834 -1.0505125
3.248707 -0.9898765
2.618663 -0.744713000000001
2.427083 -0.757004500000001
2.4112575 -0.837

0.8308465 -2.397199
0.837 -2.411242
0.66433 -2.445962
0.687611 -2.5632815
0.5241635 -2.595785
0.34534 -2.6313575
0.322059 -2.5140535
0.0848005000000001 -2.561065
0.0848005000000001 -2.545689
0.3189745 -2.499127
0.302281 -2.4156285
0.317223 -2.412575
0.356329500000001 -2.6085415
0.520211 -2.5760225
0.6691505 -2.546557
0.6300595 -2.350606
0.644552 -2.3475525
0.6612455 -2.4310045
0.8308465 -2.397199

-1.113365 -2.2970225
-1.107661 -2.2829485
-1.2513305 -2.18674
-1.203885 -2.1159825
-1.216626 -2.107628
-1.3273425 -2.2737415
-1.508367 -2.152888
-1.592718 -2.0966695
-1.4815675 -1.930587
-1.4943085 -1.9222325
-1.54132 -1.992959
-1.7403555 -1.8602635
-1.7508955 -1.8708345
-1.549659 -2.0052815
-1.6164485 -2.104993
-1.519341 -2.169597
-1.326025 -2.298774
-1.259685 -2.1990315
-1.113365 -2.2970225

-0.8611645 -2.430586
-0.850624499999999 -2.4055535
-0.837 -2.411242
-0.8312805 -2.3976175
-0.8453545 -2.391929
-0.8251425 -2.3431505
-0.9297055 -2.2996575
-0.966177 -2.3870775
-0.8611645 -2.430586

-0.985505499999999 -2.314584
-0.9442135 -2.3317115
-0.967060499999999 -2.386628
-1.0083525 -2.3695005
-1.0048495 -2.3602935
-1.0782265 -2.32996
-1.082179 -2.338764
-1.1098465 -2.3277745
-1.099756 -2.302711
-1.113365 -2.2970225
-1.107661 -2.283398
-1.093587 -2.288668
-1.077343 -2.249546
-1.070306 -2.252646
-1.079544 -2.275493
-1.0593165 -2.2838165
-1.0707555 -2.311515
-0.996944499999999 -2.341833
-0.985505499999999 -2.314584

-0.0698585000000001 -2.5461385
-0.0847849999999995 -2.5461385
-0.0847849999999995 -2.561065
-0.0698585000000001 -2.561065
-0.0698585000000001 -2.575139
-0.0202119999999996 -2.575139
-0.0202119999999996 -2.540419
-0.0101059999999998 -2.540419
-0.0101059999999998 -2.530313
-0.0399899999999998 -2.530313
-0.0399899999999998 -2.4806665
-0.0698585000000001 -2.4806665
-0.0698585000000001 -2.5461385

0.0848005000000001 -2.5461385
0.0848005000000001 -2.561065
0.0698585000000001 -2.561065
0.0698585000000001 -2.575139
0.0197780000000002 -2.575139
0.0197780000000002 -2.540419
-0.0101059999999998 -2.540419
-0.0101059999999998 -2.530313
0.0395404999999998 -2.530313
0.0395404999999998 -2.4806665
0.0698585000000001 -2.4806665
0.0698585000000001 -2.5461385
0.0848005000000001 -2.5461385

0.9393775 -2.333463
0.9806695 -2.3163355
1.003532 -2.371283
0.962209 -2.3884105
0.958272 -2.3796065
0.884895000000001 -2.40994
0.8884135 -2.419147
0.8611645 -2.430586
0.850609 -2.4055535
0.837 -2.411242
0.8312805 -2.3976175
0.844905 -2.391929
0.8286455 -2.3523575
0.836132 -2.349304
0.845339 -2.372585
0.865551000000001 -2.3642305
0.877424 -2.3914795
0.950801000000001 -2.361177
0.9393775 -2.333463

1.1094125 -2.327325
1.099291 -2.302711
1.1129155 -2.2970225
1.1076455 -2.283398
1.093587 -2.288668
1.073375 -2.2398895
0.9683625 -2.283398
1.0044 -2.3708335
1.1094125 -2.327325

2.296573 -1.113365
2.28253 -1.1076455
2.186306 -1.251315
2.1155795 -1.2043035
2.107225 -1.216595
2.2737415 -1.327761
2.1827875 -1.463076
2.0962355 -1.5927025
1.930153 -1.4819705
1.921814 -1.494293
1.9925405 -1.541723
1.8598605 -1.7403245
1.87085 -1.7508955
2.0052815 -1.549628
2.10459 -1.6164175
2.1994965 -1.474515
2.2983555 -1.325994
2.1990315 -1.2596695
2.296573 -1.113365

2.209153 -2.5887635
2.1577395 -2.623034
1.6902595 -2.1344585
1.627872 -1.953
1.75088 -1.8708345
1.739906 -1.8602635
1.610295 -1.9468465
1.676635 -2.1419295
2.173131 -2.660823
2.231132 -2.621701
2.209153 -2.5887635

1.75088 -1.8497235
1.74034 -1.8602635
1.75088 -1.8708345
1.7614355 -1.8602635
1.7715415 -1.870385
1.8066955 -1.835231
1.7820815 -1.810617
1.789103 -1.8035955
1.7820815 -1.796109
1.7610015 -1.8176695
1.7254135 -1.782066
1.7043025 -1.8035955
1.75088 -1.8497235

1.8598605 -1.7403245
1.87085 -1.7508955
1.8598605 -1.76142
1.8699665 -1.7715415
1.8348125 -1.8070985
1.8101985 -1.782066
1.789103 -1.8035955
1.7820815 -1.796109
1.8172355 -1.7609705
1.7820815 -1.7258165
1.803177 -1.704752
1.849739 -1.7508955
1.8598605 -1.7403245

2.3141655 -0.985939500000001
2.3313085 -0.944198000000001
2.386659 -0.967045000000001
2.369082 -1.008337
2.360309 -1.004834
2.3295415 -1.0786295
2.338764 -1.082148
2.3273405 -1.1098155
2.302308 -1.0997405
2.296573 -1.113365
2.282964 -1.1076455
2.2886835 -1.094021
2.249143 -1.0772965
2.252212 -1.070275
2.2755085 -1.079513
2.2838475 -1.0592855
2.3115305 -1.07074
2.341833 -0.9973475
2.3141655 -0.985939500000001

2.4301675 -0.861149000000001
2.4055535 -0.851043
2.4112575 -0.837
2.3972145 -0.831265000000001
2.3914795 -0.845323500000001
2.3427165 -0.825127000000001
2.2992235 -0.9301395
2.386659 -0.966177
2.4301675 -0.861149000000001

2.54572 0.0843819999999994
2.5606465 0.0843819999999994
2.5606465 0.0698739999999997
2.5751545 0.0698739999999997
2.5751545 0.0197779999999993
2.5400005 0.0197779999999993
2.5400005 -0.0100750000000005
2.5303285 -0.0100750000000005
2.5303285 0.0395715
2.480248 0.0395715
2.480248 0.0698739999999997
2.54572 0.0698739999999997
2.54572 0.0843819999999994

2.4112575 0.837
2.3972145 0.830862
2.4310355 0.661276499999999
2.3471185 0.644582999999999
2.3501875 0.630090499999999
2.546154 0.669165999999999
2.573403 0.5329675
2.6085415 0.355895499999999
2.4125905 0.3172385
2.4152255 0.302311999999999
2.498693 0.31899
2.54572 0.0843819999999994
2.5606465 0.0843819999999994
2.513635 0.32209
2.6309545 0.345371
2.5927315 0.536935499999999
2.5628475 0.687642
2.445528 0.664360999999999
2.4112575 0.837

3.031645 1.546156
2.9973745 1.5971355
2.37832 1.3247075
2.2513285 1.181038
2.296573 1.1129465
2.28253 1.107227
2.2328835 1.181906
2.368648 1.3365805
3.025941 1.6261205
3.0646135 1.568135
3.031645 1.546156

2.5606465 -0.0847850000000004
2.54572 -0.0847850000000004
2.515402 -0.237677
2.6999295 -0.328646500000001
3.4178585 -0.344441000000001
3.431483 -0.276365000000001
3.392392 -0.268429000000001
3.380519 -0.329065
2.7043315 -0.314138500000001
2.5320955 -0.229772
2.5606465 -0.0847850000000004

2.54572 -0.0698275000000008
2.54572 -0.0847850000000004
2.5606465 -0.0847850000000004
2.5606465 -0.0698275000000008
2.5751545 -0.0698275000000008
2.5751545 -0.0201810000000003
2.5400005 -0.0201810000000003
2.5400005 -0.0100750000000005
2.5303285 -0.0100750000000005
2.5303285 -0.0399590000000005
2.480248 -0.0399590000000005
2.480248 -0.0698275000000008
2.54572 -0.0698275000000008

2.5883295 2.209184
2.6226 2.1577705
2.134009 1.689841
1.9525505 1.627903
1.87085 1.7508955
1.8598605 1.739937
1.9464125 1.6103105
2.14148 1.676666
2.660389 2.173162
2.6217165 2.231163
2.5883295 2.209184

1.050528 3.236865
0.9899075 3.248707
0.7447285 2.618229
0.7566015 2.427083
0.837 2.4112885
0.8308465 2.3972145
0.742977 2.414373
0.7297865 2.619996
0.989458 3.2895805
1.057999 3.275956
1.050528 3.236865

1.1129155 2.296604
1.1072115 2.282561
1.2513305 2.1863215
1.2038695 2.1155795
1.2161765 2.107256
1.3273425 2.273757
1.47188 2.1770835
1.592718 2.0962665
1.481552 1.930184
1.4938435 1.9218295
1.54132 1.9925715
1.739906 1.8598915
1.75088 1.87085
1.549659 2.004863
1.615999 2.104621
1.4828695 2.193343
1.3260095 2.298371
1.259685 2.1990625
1.1129155 2.296604

0.8607305 2.430183
0.850609 2.405569
0.837 2.4112885
0.8312805 2.3972145
0.844905 2.3915105
0.824693 2.3427475
0.9297055 2.299239
0.9657275 2.3866745
0.8607305 2.430183

0.985490000000001 2.3141965
0.944198 2.3313395
0.966611 2.386256
1.0083525 2.369113
1.0044 2.359875
1.078211 2.3295415
1.0821635 2.3387795
1.1094125 2.3273715
1.099291 2.302339
1.1129155 2.296604
1.1076455 2.2829795
1.093587 2.2887145
1.0773275 2.249143
1.069872 2.2522275
1.0795285 2.27509
1.0593165 2.283863
1.07074 2.311112
0.996929000000001 2.341864
0.985490000000001 2.3141965

2.3273405 1.1094435
2.302308 1.099322
2.296573 1.1129465
2.282964 1.107227
2.2886835 1.0936025
2.239905 1.073406
2.2834135 0.9683935
2.3708335 1.0044155
2.3273405 1.1094435

2.333494 0.939393
2.315917 0.980685
2.371283 1.0035475
2.3884105 0.96224
2.379188 0.9582875
2.409506 0.8844765
2.4187285 0.888413499999999
2.4301675 0.860746
2.4055535 0.850624499999999
2.4112575 0.837
2.3972145 0.830862
2.3914795 0.844936
2.3523885 0.828676499999999
2.3493195 0.835698
2.372151 0.8453545
2.363812 0.865582
2.3914795 0.87699
2.3607275 0.950801
2.333494 0.939393

1.74034 1.8598915
1.75088 1.87085
1.7614355 1.8598915
1.7715415 1.8699665
1.8066955 1.8348125
1.7820815 1.8102295
1.803177 1.789134
1.79614 1.7821125
1.7610015 1.8172665
1.7254135 1.7821125
1.7043025 1.803177
1.75088 1.8493205
1.74034 1.8598915

1.8493205 1.7508955
1.8598605 1.740371
1.87085 1.7508955
1.8598605 1.7614665
1.8699665 1.7715415
1.8348125 1.8067265
1.8101985 1.7821125
1.803177 1.789134
1.79614 1.7821125
1.8172355 1.761017
1.7820815 1.7254445
1.803177 1.7043335
1.8493205 1.7508955

-1.7508955 1.8493205
-1.7403555 1.8598915
-1.7508955 1.87085
-1.7614355 1.8598915
-1.771557 1.8699665
-1.807145 1.8348125
-1.7820815 1.8102295
-1.7891185 1.803177
-1.7820815 1.7961555
-1.7610015 1.8172665
-1.7258475 1.7821125
-1.7047675 1.803177
-1.7508955 1.8493205

-2.209339 2.5883605
-2.157972 2.622631
-1.6902595 2.13404
-1.628306 1.9525815
-1.7508955 1.87085
-1.7403555 1.8598915
-1.6107445 1.9464435
-1.6770845 2.1415265
-2.1733945 2.6604045
-2.2315195 2.6217475
-2.209339 2.5883605

-3.2370665 1.050559
-3.2490635 0.989923
-2.6186475 0.7447595
-2.4273 0.7566015
-2.411397 0.837
-2.3973385 0.830862
-2.414838 0.743008
-2.620461 0.729383499999999
-3.2897975 0.989489
-3.2762195 1.05803
-3.2370665 1.050559

-2.296945 1.1129465
-2.2828865 1.107227
-2.1867555 1.2513615
-2.1159205 1.203885
-2.1076125 1.2162075
-2.2738345 1.3273425
-2.163552 1.492123
-2.096592 1.5922995
-1.9301685 1.481583
-1.922248 1.4938745
-1.99299 1.54132
-1.8598605 1.739937
-1.87085 1.7508955
-2.005297 1.5496745
-2.1048535 1.61603
-2.1801525 1.503531
-2.2986965 1.3260405
-2.1991865 1.2592665
-2.296945 1.1129465

-2.314398 0.985521
-2.3315565 0.943779499999999
-2.386659 0.966642
-2.369485 1.0083835
-2.3602625 1.0044155
-2.3297585 1.0782265
-2.33895 1.0821945
-2.3275265 1.1094435
-2.3026955 1.099322
-2.296945 1.1129465
-2.28315 1.107227
-2.2888695 1.0936025
-2.2494065 1.077343
-2.2524755 1.069903
-2.2755085 1.0795595
-2.283894 1.0589135
-2.3115305 1.070771
-2.342019 0.996944499999999
-2.314398 0.985521

-2.430338 0.860746
-2.405693 0.850624499999999
-2.411397 0.837
-2.397602 0.830862
-2.391898 0.844936
-2.343042 0.8247085
-2.2995335 0.929736499999999
-2.386845 0.965758499999999
-2.430338 0.860746

-1.8602945 1.740371
-1.87085 1.7508955
-1.8602945 1.7614665
-1.870416 1.7715415
-1.8352465 1.8067265
-1.810648 1.7821125
-1.7891185 1.803177
-1.7820815 1.7961555
-1.8172355 1.761017
-1.7820815 1.7254445
-1.803177 1.7043335
-1.8497545 1.7508955
-1.8602945 1.740371

0.2680105 3.392392
0.328646500000001 3.380519
0.3137045 2.703913
0.2293535 2.532111
0.0848005000000001 2.560693
0.0848005000000001 2.5457355
0.237692500000001 2.514968
0.328646500000001 2.699945
0.3444565 3.417874
0.2759155 3.4314985
0.2680105 3.392392

-1.546156 3.031676
-1.597554 2.9974055
-1.3251415 2.37832
-1.1810225 2.251344
-1.113365 2.296604
-1.107661 2.282561
-1.1823555 2.2329145
-1.336999 2.3686635
-1.6265545 3.0259565
-1.5681195 3.0646135
-1.546156 3.031676

-0.837 2.4112885
-0.8312805 2.3972145
-0.661695 2.431051
-0.6450015 2.347134
-0.630493499999999 2.3502185
-0.669165999999999 2.546185
-0.5052845 2.5791225
-0.3563295 2.6085725
-0.317223 2.4126215
-0.3027305 2.4152565
-0.319424 2.4987085
-0.0847849999999995 2.5457355
-0.0847849999999995 2.560693
-0.322058999999999 2.513666
-0.3453555 2.6309855
-0.508802999999999 2.5984665
-0.6876265 2.562863
-0.66433 2.445559
-0.837 2.4112885

-0.9398115 2.333091
-0.981119 2.315948
-1.003966 2.3712985
-0.9626585 2.388426
-0.958706 2.3792035
-0.884895 2.409537
-0.8888475 2.4187595
-0.8611645 2.430183
-0.850624499999999 2.405569
-0.837 2.4112885
-0.8312805 2.3972145
-0.8453545 2.3915105
-0.828661 2.3519855
-0.8361165 2.3488855
-0.8457885 2.3721665
-0.8660005 2.363843
-0.877424 2.3915105
-0.951235 2.3607585
-0.9398115 2.333091

-1.1098465 2.3269065
-1.099756 2.302339
-1.113365 2.296604
-1.107661 2.2829795
-1.093587 2.2887145
-1.0733905 2.239936
-0.968378 2.2834445
-1.0048495 2.370415
-1.1098465 2.3269065

-0.0847849999999995 2.5457355
-0.0847849999999995 2.560693
-0.0698585000000001 2.560693
-0.0698585000000001 2.5751855
-0.0202119999999996 2.5751855
-0.0202119999999996 2.540016
0.00965649999999985 2.540016
0.00965649999999985 2.5299255
-0.0399899999999998 2.530344
-0.0399899999999998 2.480279
-0.0698585000000001 2.480279
-0.0698585000000001 2.5457355
-0.0847849999999995 2.5457355

0.0698585000000001 2.5457355
0.0848005000000001 2.5457355
0.0848005000000001 2.560693
0.0698585000000001 2.560693
0.0698585000000001 2.5751855
0.0197780000000002 2.5751855
0.0197780000000002 2.540016
0.00965649999999985 2.540016
0.00965649999999985 2.530344
0.0395404999999998 2.530344
0.0395404999999998 2.480279
0.0698585000000001 2.480279
0.0698585000000001 2.5457355

-2.546061 -0.0847850000000004
-2.5610495 -0.0847850000000004
-2.5610495 -0.0698275000000008
-2.5752475 -0.0698275000000008
-2.5752475 -0.0201810000000003
-2.5403105 -0.0201810000000003
-2.5403105 0.0096875
-2.530344 0.0096875
-2.5303905 -0.0399590000000005
-2.4805115 -0.0399590000000005
-2.4805115 -0.0698275000000008
-2.546061 -0.0698275000000008
-2.546061 -0.0847850000000004

-3.392702 0.268041499999999
-3.3805655 0.328661999999999
-2.7043315 0.3137355
-2.532235 0.2293535
-2.561003 0.0843819999999994
-2.5457665 0.0843819999999994
-2.5153555 0.237707999999999
-2.7002085 0.328661999999999
-3.4181375 0.344487499999999
-3.4317465 0.2759465
-3.392702 0.268041499999999

-2.546061 0.0698739999999997
-2.546061 0.0843819999999994
-2.561003 0.0843819999999994
-2.561003 0.0698739999999997
-2.575201 0.0698739999999997
-2.5752475 0.0197779999999993
-2.5403105 0.0197779999999993
-2.5403105 0.0096875
-2.530344 0.0096875
-2.5303905 0.0395715
-2.4805115 0.0395715
-2.4805115 0.0698739999999997
-2.546061 0.0698739999999997

0.476718 -0.799211
0.477152 -0.8000945
0.490761000000001 -0.794375
0.496496000000001 -0.808418
0.4828715 -0.813688000000001
0.5070205 -0.872557000000001
0.4020235 -0.916065500000001
0.3717055 -0.8426885
0.476718 -0.799211

0.350176000000001 -0.910346
0.391468 -0.8932185
0.370822000000001 -0.843138
0.3290805 -0.860281
0.3330485 -0.869503500000001
0.2592375 -0.899806
0.2557035 -0.890583500000001
0.2280205 -0.902441000000001
0.2280205 -0.902906
0.214396 -0.909044
0.220131 -0.922668500000001
0.233740000000001 -0.916949
0.254386000000001 -0.966177
0.261872500000001 -0.963542000000001
0.256153 -0.949452500000001
0.2763495 -0.941098
0.264926000000001 -0.913430500000001
0.3387525 -0.8826785
0.350176000000001 -0.910346

-0.220564999999999 -0.923087
-0.2148455 -0.909044
-0.0847849999999995 -0.9345415
-0.0847849999999995 -0.9499175
-0.220564999999999 -0.923087

-0.396304 -0.891451500000001
-0.354578 -0.9085945
-0.333932 -0.858514000000001
-0.3752395 -0.8413865
-0.379192 -0.850609000000001
-0.452987499999999 -0.819857
-0.449035 -0.810619
-0.476718 -0.799211
-0.4771675 -0.8000945
-0.490792 -0.794375
-0.49693 -0.808418
-0.482871499999999 -0.813688000000001
-0.5035175 -0.8633345
-0.496061999999999 -0.866419
-0.490327 -0.852376
-0.470130499999999 -0.860699500000001
-0.458273 -0.833032
-0.384896 -0.863784
-0.396304 -0.891451500000001

-0.228051499999999 -0.902022500000001
-0.22847 -0.902906
-0.2148455 -0.909044
-0.220131 -0.922668500000001
-0.2341895 -0.916949
-0.258354 -0.975833500000001
-0.3633665 -0.932325000000001
-0.333048499999999 -0.858514000000001
-0.228051499999999 -0.902022500000001

0.0848005000000001 -0.9499175
0.0848005000000001 -0.9345415
0.1897975 -0.9138955
0.214396 -0.909044
0.220131 -0.923087
0.1924325 -0.928357
0.0848005000000001 -0.9499175

-0.0707419999999994 -0.949452500000001
-0.0847849999999995 -0.949452500000001
-0.0847849999999995 -0.9345415
-0.0698585000000001 -0.9345415
-0.0698585000000001 -0.920917000000001
-0.0202119999999996 -0.920917000000001
-0.0202119999999996 -0.94023
-0.0101059999999998 -0.94023
-0.0101059999999998 -0.950336
-0.0399899999999998 -0.950336
-0.0399899999999998 -0.999982500000001
-0.0698585000000001 -0.999982500000001
-0.0698585000000001 -0.949452500000001
-0.0707419999999994 -0.949452500000001

0.0848005000000001 -0.949452500000001
0.0848005000000001 -0.9345415
0.0698585000000001 -0.9345415
0.0698585000000001 -0.920917000000001
0.0197780000000002 -0.920917000000001
0.0197780000000002 -0.94023
-0.0101059999999998 -0.94023
-0.0101059999999998 -0.950336
0.0395404999999998 -0.950336
0.0395404999999998 -0.999982500000001
0.0698585000000001 -0.999982500000001
0.0698585000000001 -0.949452500000001
0.0848005000000001 -0.949452500000001

0.949468 -0.0698275000000008
0.949468 -0.0707110000000002
0.949468 -0.0847850000000004
0.9345415 -0.0847850000000004
0.9345415 -0.0698275000000008
0.9204675 -0.0698275000000008
0.9204675 -0.0201810000000003
0.939811500000001 -0.0201810000000003
0.939811500000001 -0.0100750000000005
0.949933 -0.0100750000000005
0.949933 -0.0399590000000005
0.999579500000001 -0.0399590000000005
0.999579500000001 -0.0698275000000008
0.949468 -0.0698275000000008

0.922684 -0.220534
0.90861 -0.214845500000001
0.9345415 -0.0847850000000004
0.949468 -0.0847850000000004
0.922684 -0.220534

0.902038 -0.2280205
0.902906 -0.22847
0.90861 -0.214845500000001
0.9222345 -0.220534
0.9165305 -0.2341585
0.9753995 -0.258323000000001
0.931891 -0.3633355
0.8585295 -0.333033000000001
0.902038 -0.2280205

0.8910485 -0.396304000000001
0.908176000000001 -0.354981000000001
0.8580955 -0.3339165
0.8409525 -0.375658000000001
0.850175 -0.379161000000001
0.819423 -0.452972000000001
0.8102005 -0.449004
0.798777 -0.476702500000001
0.8000945 -0.4771365
0.793941000000001 -0.490761000000001
0.8079995 -0.496899000000001
0.8137035 -0.482856000000001
0.862916 -0.503502000000001
0.866000500000001 -0.496031
0.8523915 -0.490327
0.8607305 -0.470115000000001
0.833032 -0.4586915
0.8633655 -0.384865000000001
0.8910485 -0.396304000000001

0.949468 0.0843819999999994
0.9345415 0.0843819999999994
0.911245 0.2021355
0.90861 0.214426999999999
0.922684 0.220161999999999
0.925753 0.2052045
0.949468 0.0843819999999994

0.910377000000001 0.3497575
0.8928 0.391499
0.8427195 0.370853
0.859847 0.329111499999999
0.8690695 0.3330795
0.8998215 0.259237499999999
0.890599 0.255300499999999
0.902038 0.228051499999999
0.902906 0.228051499999999
0.90861 0.214426999999999
0.9222345 0.220161999999999
0.9165305 0.23374
0.966177 0.254417
0.9630925 0.2618725
0.9490495 0.256183999999999
0.940695 0.276365
0.913012 0.264957
0.882694000000001 0.338349499999999
0.910377000000001 0.3497575

0.949468 0.0843819999999994
0.9345415 0.0843819999999994
0.9345415 0.0698739999999997
0.9204675 0.0698739999999997
0.9204675 0.0197779999999993
0.939811500000001 0.0197779999999993
0.939811500000001 -0.0100750000000005
0.949933 -0.0100750000000005
0.949933 0.0395715
0.999579500000001 0.0395715
0.999579500000001 0.0698739999999997
0.949468 0.0698739999999997
0.949468 0.0843819999999994

0.798777 0.4762995
0.8000945 0.476718
0.793941000000001 0.490792
0.8079995 0.496527
0.8137035 0.4824375
0.872588 0.507051499999999
0.916081 0.402039
0.842270000000001 0.371286999999999
0.798777 0.4762995

-0.0847849999999995 0.934541499999999
-0.174436999999999 0.9165305
-0.2148455 0.908640999999999
-0.220564999999999 0.922715
-0.1775215 0.931487999999999
-0.0847849999999995 0.949499

-0.350176 0.910392499999999
-0.3914835 0.892831
-0.370822 0.842734999999999
-0.3295145 0.859862499999999
-0.333048499999999 0.869100499999999
-0.259686999999999 0.899852499999999
-0.255719 0.890614499999999
-0.228051499999999 0.902038
-0.22847 0.902905999999999
-0.2148455 0.908640999999999
-0.220131 0.92225
-0.2341895 0.9165305
-0.2548355 0.966176999999999
-0.261857 0.9631235
-0.256153 0.9490495
-0.276365 0.940725999999999
-0.264941499999999 0.9130275
-0.338752499999999 0.882725
-0.350176 0.910392499999999

0.220131 0.922715
0.214396 0.908640999999999
0.0848005000000001 0.934541499999999
0.0848005000000001 0.949499
0.220131 0.922715

-0.0847849999999995 0.949499
-0.0847849999999995 0.934541499999999
-0.0698585000000001 0.934541499999999
-0.0698585000000001 0.9204985
-0.0202119999999996 0.9204985
-0.0202119999999996 0.9398425
0.00965649999999985 0.9398425
0.00965649999999985 0.949932999999999
-0.0399899999999998 0.949932999999999
-0.0399899999999998 0.9995795
-0.0698585000000001 0.9995795
-0.0698585000000001 0.949499
-0.0847849999999995 0.949499

0.0698585000000001 0.949499
0.0707420000000003 0.949499
0.0848005000000001 0.949499
0.0848005000000001 0.934541499999999
0.0698585000000001 0.934541499999999
0.0698585000000001 0.9204985
0.0197780000000002 0.9204985
0.0197780000000002 0.9398425
0.00965649999999985 0.9398425
0.00965649999999985 0.949932999999999
0.0395404999999998 0.949932999999999
0.0395404999999998 0.9995795
0.0698585000000001 0.9995795
0.0698585000000001 0.949499

0.2275865 0.901603999999999
0.2280205 0.902905999999999
0.214396 0.908640999999999
0.220131 0.92225
0.233740000000001 0.9165305
0.2583385 0.975414999999999
0.363351 0.9319065
0.332599 0.858111
0.2275865 0.901603999999999

-0.622139 0.7205795
-0.6217205 0.721029
-0.6116145 0.731134999999999
-0.601058999999999 0.7205795
-0.6116145 0.710039499999999
-0.6019425 0.700383
-0.6370965 0.664779499999999
-0.6507055 0.6788535
-0.6577425 0.671801
-0.664764 0.6788535
-0.643683999999999 0.6999335
-0.678838 0.735072
-0.6577425 0.756182999999999
-0.622139 0.7205795

-0.476718 0.798807999999999
-0.4771675 0.799676
-0.490792 0.793956499999999
-0.496496 0.8080305
-0.482871499999999 0.813719
-0.507051499999999 0.872185
-0.4020235 0.9156625
-0.3717055 0.842301
-0.476718 0.798807999999999

-0.49693 0.8080305
-0.490792 0.793956499999999
-0.601058999999999 0.7205795
-0.6116145 0.731569
-0.49693 0.8080305

0.3958545 0.8910795
0.3545625 0.908207
0.3339165 0.858111
0.3752085 0.840968
0.3791765 0.850206
0.4529875 0.819454
0.449035 0.810216
0.476718 0.798807999999999
0.477152 0.799676
0.490761000000001 0.793956499999999
0.496496000000001 0.8080305
0.4828715 0.813719
0.503068 0.862947
0.4956125 0.866015999999999
0.489893 0.8523915
0.469681 0.860746
0.4582575 0.833078499999999
0.3844465 0.863381
0.3958545 0.8910795

0.7205795 0.621736
0.7214475 0.621271
0.731104 0.611195999999999
0.7205795 0.600625
0.710024 0.611195999999999
0.700352 0.601508499999999
0.665198 0.6366625
0.6788225 0.650286999999999
0.671801000000001 0.6573085
0.6788225 0.664779499999999
0.699918 0.64325
0.7350565 0.6788535
